Tracking Number,Accession Number,Catalog Number,Family,Genus,Subgenus,Species,Subspecies,Stage,Author,Year,Specimen Number,Collecting Method,Continent,Ocean,Sea/Gulf/Strait,Lake/Pond/Reservoir,Bay/Harbor/Sound,River/Creek,Stream,Mountain Range,Mountain,Island Group,Island,Notes: Locality,Notes: Country,Country,MISCELLANEOUS,Department / Province / State,County,City/Town/Hamlet,Specific Locale,Macro Habitat,Micro Habitat ,Substrate,Temp C,decimal latitude,decimal longitude,Latitude (from),Lat (from) NS,Latitude (to),Lat NS  (to),Longitude (from),Long (from) EW,Longitude   (to) ,Long EW  (to),Elevation from (m),Elevation to (m),Elevation from (f),Elevation to (f),Depth (f) start,Depth (f) end,Depth (m) start,Depth (m) end,Fathoms,Collector,Date Collected,Collection,Donation Date,Notes,Type,Preservation Type,Publication,Collection2
247,10308,315289,Neritidae,,,,,,,,2,,,Pacific Ocean,,,,,,,,,,,,American Samoa,,,"S. side of Tutuila Island, Itu'au County",,"North of Pago Pago International Airport, public beach near Arau, mostly Hallimeda and rock washes in 0.5 - 1.5 m depth, sieved through 240 micrometer sieve",,,,,,,,,,,,,,,,,,,,,,,,R. C. Brusca and R. Wetzer,15-Jan-93,Smithsonian Institution,1-Nov-99,"National Geographic Society - Weiler Foundation South Pacific Expedition, S. Hewitt det. May 2004",,alc,,
244,10308,315286,Carditidae,,,,,,,,2,,,Pacific Ocean,,,,,,,,,,,,American Samoa,,,"SW side of Tutuila Island, Lealataua County",,"Between Afao and Amaluia, rock and coral rubble wash, snorkelling, surface to 1 m. depth, sieved through 240 micrometer sieve",,,,,,,,,,,,,,,,,,,,,,,,R. C. Brusca and R. Wetzer,15-Jan-93,Smithsonian Institution,1-Nov-99,"National Geographic Society - Weiler Foundation South Pacific Expedition, S. Hewitt det. May 2004",,alc,,
245,10308,315287,Neritidae,,,,,,,,1,,,Pacific Ocean,,,,,,,,,,,,American Samoa,,,"SW side of Tutuila Island, Lealataua County",,"Between Afao and Amaluia, rock and coral rubble wash, snorkelling, surface to 1 m. depth, sieved through 240 micrometer sieve",,,,,,,,,,,,,,,,,,,,,,,,R. C. Brusca and R. Wetzer,15-Jan-93,Smithsonian Institution,1-Nov-99,"National Geographic Society - Weiler Foundation South Pacific Expedition, S. Hewitt det. May 2004",,alc,,
235,10308,314531,Muricidae,Coralliophila,,sp.,,,,,5,,,Pacific Ocean,,,,,,,,,,,,American Samoa,,,"Tutuila Island, Sua County",,"Just north of Breakers Point, south of Aua (near entrance to Pago Pago Harbor), live corals broken and washed from 1-1.5 m depth, sieved through 240 micro meter sieve",,,,,,,,,,,,,,,,,,,,,,,,R. C. Brusca and R. Wetzer,16-Jan-93,Smithsonian Institution,1-Nov-99,"National Geographic society - Weiler Foundation South Pacific Expedition, S. Hewitt det. July 2004",,alc,,
248,10308,315290,Trochidae,,,,,,,,3,,,Pacific Ocean,,,,,,,,,,,,American Samoa,,,"Tutuila Island, Sua County",,"Just north of Breakers Point, south of Aua (near entrance to Pago Pago Harbor), live corals broken and washed from 1-1.5 m depth, sieved through 240 micrometer sieve",,,,,,,,,,,,,,,,,,,,,,,,R. C. Brusca and R. Wetzer,16-Jan-93,Smithsonian Institution,1-Nov-99,"National Geographic Society - Weiler Foundation South Pacific Expedition, S. Hewitt det. May 2004",,alc,,
249,10308,315291,Trochidae,,,,,,,,1,,,Pacific Ocean,,,,,,,,,,,,American Samoa,,,"Tutuila Island, Sua County",,"Just north of Breakers Point, south of Aua (near entrance to Pago Pago Harbor), live corals broken and washed from 1-1.5 m depth, sieved through 240 micrometer sieve",,,,,,,,,,,,,,,,,,,,,,,,R. C. Brusca and R. Wetzer,16-Jan-93,Smithsonian Institution,1-Nov-99,"National Geographic Society - Weiler Foundation South Pacific Expedition, S. Hewitt det. May 2004",,alc,,
250,10308,315292,Trochidae,,,,,,,,4,,,Pacific Ocean,,,,,,,,,,,,American Samoa,,,"Tutuila Island, Sua County",,"Just north of Breakers Point, south of Aua (near entrance to Pago Pago Harbor), live corals broken and washed from 1-1.5 m depth, sieved through 240 micrometer sieve",,,,,,,,,,,,,,,,,,,,,,,,R. C. Brusca and R. Wetzer,16-Jan-93,Smithsonian Institution,1-Nov-99,"National Geographic Society - Weiler Foundation South Pacific Expedition, S. Hewitt det. May 2004",,alc,,
237,10308,314983,Cypraeidae,Cypraea,,sp. ,,,,,1,,,Pacific Ocean,,,,,,,,,,,,American Samoa,,,"Tutuila Island, Sua County",,"Just north of Breakers Point, south of Aua (near entrance to Pago Pago Harbor), live corals broken and washed from 1-1.5 m depth, sieved through 240 micrometer sieve",,,,,,,,,,,,,,,,,,,,,,,,R. C. Brusca and R. Wetzer,16-Jan-93,Smithsonian Institution,1-Nov-99,"National Geographic Society - Weiler Foundation South Pacific Expedition, S. Hewitt det. June 2004, juvenile",,alc,,
238,10308,314984,Cerithiidae,,,,,,,,1,,,Pacific Ocean,,,,,,,,,,,,American Samoa,,,"Tutuila Island, Sua County",,"Just north of Breakers Point, south of Aua (near entrance to Pago Pago Harbor), live corals broken and washed from 1-1.5 m depth, sieved through 240 micrometer sieve",,,,,,,,,,,,,,,,,,,,,,,,R. C. Brusca and R. Wetzer,16-Jan-93,Smithsonian Institution,1-Nov-99,"National Geographic Society - Weiler Foundation South Pacific Expedition, S. Hewitt det. June 2004",,alc,,
239,10308,314985,Cypraeidae,Cypraea,,annulus,,,Linnaeus,1758,1,,,Pacific Ocean,,,,,,,,,,,,American Samoa,,,"Tutuila Island, Sua County",,"Just north of Breakers Point, south of Aua (near entrance to Pago Pago Harbor), live corals broken and washed from 1-1.5 m depth, sieved through 240 micrometer sieve",,,,,,,,,,,,,,,,,,,,,,,,R. C. Brusca and R. Wetzer,16-Jan-93,Smithsonian Institution,1-Nov-99,"National Geographic Society - Weiler Foundation South Pacific Expedition, S. Hewitt det. June 2004",,alc,,
240,10308,314986,Turridae,,,,,,,,2,,,Pacific Ocean,,,,,,,,,,,,American Samoa,,,"Tutuila Island, Sua County",,"Just north of Breakers Point, south of Aua (near entrance to Pago Pago Harbor), live corals broken and washed from 1-1.5 m depth, sieved through 240 micrometer sieve",,,,,,,,,,,,,,,,,,,,,,,,R. C. Brusca and R. Wetzer,16-Jan-93,Smithsonian Institution,1-Nov-99,"National Geographic Society - Weiler Foundation South Pacific Expedition, S. Hewitt det. July 2004",,alc,,
241,10308,314987,Buccinidae,,,,,,,,1,,,Pacific Ocean,,,,,,,,,,,,American Samoa,,,"Tutuila Island, Sua County",,"Just north of Breakers Point, south of Aua (near entrance to Pago Pago Harbor), live corals broken and washed from 1-1.5 m depth, sieved through 240 micrometer sieve",,,,,,,,,,,,,,,,,,,,,,,,R. C. Brusca and R. Wetzer,16-Jan-93,Smithsonian Institution,1-Nov-99,"National Geographic Society - Weiler Foundation South Pacific Expedition, S. Hewitt det. July 2004",,alc,,
242,10308,314988,Buccinidae,,,,,,,,1,,,Pacific Ocean,,,,,,,,,,,,American Samoa,,,"Tutuila Island, Sua County",,"Just north of Breakers Point, south of Aua (near entrance to Pago Pago Harbor), live corals broken and washed from 1-1.5 m depth, sieved through 240 micrometer sieve",,,,,,,,,,,,,,,,,,,,,,,,R. C. Brusca and R. Wetzer,16-Jan-93,Smithsonian Institution,1-Nov-99,"National Geographic Society - Weiler Foundation South Pacific Expedition, S. Hewitt det. July 2004",,alc,,
243,10308,315020,Buccinidae,,,,,,,,1,,,Pacific Ocean,,,,,,,,,,,,American Samoa,,,"Tutuila Island, Sua County,",,"Just north of Breakers Point, south of Aua (near entrance to Pago Pago Harbor), live corals broken and washed from 1-1.5 m depth, sieved through 240 micrometer sieve",,,,,,,,,,,,,,,,,,,,,,,,R. C. Brusca and R. Wetzer,16-Jan-93,Smithsonian Institution,1-Nov-99,"National Geographic Society - Weiler Foundation South Pacific Expedition, S. Hewitt det. July 2004, dried-out alcohol specimen",,,,
212,10055,302220,Olividae,Oliva,,episcopalia,,,Lamarck,1811,1,,,,,,,,,,,,,,,American Samoa,,,,,"1 foot in sand, low tide,",,,,,,,,,,,,,,,,,,,,,,,,Dr. Edward A. Dunlap,Dec-82,Dr. Edward A. Dunlap,27-Oct-95,at night,,,,Dr. Edward A. Dunlap Collection
213,10055,302220,Olividae,Oliva,,episcopalia,,,Lamarck,1811,1,,,,,,,,,,,,,,,American Samoa,,,,,"1 foot in sand, low tide,",,,,,,,,,,,,,,,,,,,,,,,,Dr. Edward A. Dunlap,Dec-82,Dr. Edward A. Dunlap,27-Oct-95,at night,,,,Dr. Edward A. Dunlap Collection
228,10055,304080,Conidae,Conus,,marmoreus,,,Linne,1758,4,,,,,,,,,,,,,,,American Samoa,,,,,"at 1-3 feet along airport runway,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,Dec-82,Dr. Edward A. Dunlap,27-Oct-95,,,,,Dr. Edward A. Dunlap Collection
193,210310,318650,Mitridae,Vexillum,,cruentatum,,,(Gmelin,1791),3,,,,,,,,,,,,,,,American Samoa,,,,,"Found in coral & sand, low tide",,,,,,,,,,,,,,,,,,,,,,,,W.Christians,1960's,Germer,1999,,,,,Germer Collection
216,10055,302278,Terebridae,Terebra,,dimidiata,,,Linne,1758,6,,,,,,,,,,,,,,,American Samoa,,,,,"just beyond cannery site, in 1 foot sand,",,,,,,,,,,,,,,,,,,,,,,,,Dr. Edward A. Dunlap,Dec-82,Dr. Edward A. Dunlap,27-Oct-95,Live collected at night,,,,Dr. Edward A. Dunlap Collection
217,10055,302278,Terebridae,Terebra,,dimidiata,,,Linne,1758,6,,,,,,,,,,,,,,,American Samoa,,,,,"just beyond cannery site, in 1 foot sand,",,,,,,,,,,,,,,,,,,,,,,,,Dr. Edward A. Dunlap,Dec-82,Dr. Edward A. Dunlap,27-Oct-95,Live collected at night,,,,Dr. Edward A. Dunlap Collection
194,10055,301474,Mitridae,Pterygia,,dactylus,,,Linne,1767,1,,,,,,,,,,,,,,,American Samoa,,,,,"Live taken, at 2 feet on sandy rubble,",,,,,,,,,,,,,,,,,,,,,,,,Dr. Edward A. Dunlap,Dec-82,Dr. Edward A. Dunlap,27-Oct-95,,,,,Dr. Edward A. Dunlap Collection
195,10055,301474,Mitridae,Pterygia,,dactylus,,,Linne,1767,1,,,,,,,,,,,,,,,American Samoa,,,,,"Live taken, at 2 feet on sandy rubble,",,,,,,,,,,,,,,,,,,,,,,,,Dr. Edward A. Dunlap,Dec-82,Dr. Edward A. Dunlap,27-Oct-95,,,,,Dr. Edward A. Dunlap Collection
208,10055,302150,Cypraeidae,Cypraea,,errones,,,(Linne,1758),1,,,,,,Pago Pago Bay,,,,,,,,,American Samoa,,,,,"on rock formations near Rainmaker Hotel,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Dr. Edward A. Dunlap,27-Oct-95,Gift of B. Halstead,,,,Dr. Edward A. Dunlap Collection
209,10055,302150,Cypraeidae,Cypraea,,errones,,,(Linne,1758),1,,,,,,Pago Pago Bay,,,,,,,,,American Samoa,,,,,"on rock formations near Rainmaker Hotel,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Dr. Edward A. Dunlap,27-Oct-95,Gift of B. Halstead,,,,Dr. Edward A. Dunlap Collection
262,210310,318638,Mitridae,Neocancilla,,papilio,,,(Link,1807),1,,,,,,,,,,,,,,,American Samoa,,,,,Taken in sandy area 15 feet depth,,,,,,,,,,,,,,,,,,,,,,,,W.Christians,1960's,Germer,1999,,,,,Germer Collection
230,10310,313588,Cypraeidae,Cypraea,,annulus,,,Linne,1758,2,,,,,,,,,,,,,,,American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Germer,8-Oct-99,,,,,
253,10310,316446,Mitridae,Pterygia,,conus,,,(Gmelin,1791),1,,,,,,,,,,,,,,,American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W.Christensen,1960's,Germer,1999,,,,,Germer Collection
304,210310,318387,Chamidae,Chama,,reflexa,,,Reev,1846,2,,,,,,,,,,,,,,,Anerican Samoa,,,Pago Pago,,,,,,,,,,,,,,,,,,,,,,,,,,W.Christians,1960's,Germer,1999,,,,,Germer Collection
477,9853,299158,Bursidae,Bursa,,marginata,,,(Gmelin,1790),1,dredged,,,,,,,,,,,,,,Angola,Angola West,"West Africa,",,,"20-30 meters,",,,,,,,,,,,,,,,,,,,,,,,,Fishermen nets,,Grace G. Eddison,25-Oct-91,,,,,Grace G. Eddison M.D. Collection
478,9853,299158,Bursidae,Bursa,,marginata,,,(Gmelin,1790),1,dredged,,,,,,,,,,,,,,Angola,Angola West,"West Africa,",,,"20-30 meters,",,,,,,,,,,,,,,,,,,,,,,,,Fishermen nets,,Grace G. Eddison,25-Oct-91,,,,,Grace G. Eddison M.D. Collection
763,,179928,Veneridae,Clausinella,,punctigera,,,(Dautzenberg & Fischer,1906),1,,,Atlantic Ocean,,,,,,,,,,,,Angola,Angola West Africa,Baia Farta,,,"10 fms, sand",,,,,,,,,,,,,,,,,,,,,,,,Royce E. Hubert,Jun-69,,,det. Isabella Kappner,,,,
764,9853,289060,Conidae,Conus,,ermineus,,,Born,1778,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,Angola West Africa,"Luanda Harbor,",,,,,,,,,,,,,,,,,,,,,,,,,,,J.Dichmont,"March, 1965",Grace G. Eddison,25-Oct-91,,,,,"Grace G. Eddison, MD Collection."
765,9853,291500,Aporrhaidae,Aporrhais,,senegalensis,,,Gray,1838,1,dredged,,Atlantic Ocean,,,,,,,,,,,,Angola,Angola/Congo,"West Africa,",,,"deep water,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,1964,Grace C.Eddison,"25 October, 1991",,,,,Grace C.Eddison MD Collection.
766,9853,299159,Bursidae,Bursa,,marginata,,,(Gmelin,1790),1,deep trawl,,,,,,,,,,,,,,Angola,Angola-Congo,West Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,Fishermen,1964,Grace G. Eddison,25-Oct-91,"ex. N. Labisse, 1 June 1965",,,,Grace G. Eddison M.D. Collection
767,9853,299159,Bursidae,Bursa,,marginata,,,(Gmelin,1790),1,deep trawl,,,,,,,,,,,,,,Angola,Angola-Congo,West Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,Fishermen,1964,Grace G. Eddison,25-Oct-91,"ex. N. Labisse, 1 June 1965",,,,Grace G. Eddison M.D. Collection
388,9853,299287,Turridae,Clavatula,,obesa,,,Reeve,1842,2,,,,,,,,,,,,,,,Angola,,"100 miles south Luanda,",,,"10 fathoms,",,,,,,,,,,,,,,,,,,,,,,,,J. Dichmont,Mar-65,Grace G. Eddison,25-Oct-91,"ex. J. Dichmont, August 1965",,,,Grace G. Eddison M.D. Collection
389,9853,299287,Turridae,Clavatula,,obesa,,,Reeve,1842,2,,,,,,,,,,,,,,,Angola,,"100 miles south Luanda,",,,"10 fathoms,",,,,,,,,,,,,,,,,,,,,,,,,J. Dichmont,Mar-65,Grace G. Eddison,25-Oct-91,"ex. J. Dichmont, August 1965",,,,Grace G. Eddison M.D. Collection
390,9853,299363,Turridae,Perrona,,lineata,,,(Lamarck,1816),1,,,,,,,,,,,,,,,Angola,,"100 miles south of Luanda,",,,"12 fathoms,",,,,,,,,,,,,,,,,,,,,,,,,J. Dichmont,Mar-65,Grace G. Eddison,25-Oct-91,"ex. J. Dichmont, August 1965",,,,Grace G. Eddison M.D. Collection
391,9853,299363,Turridae,Perrona,,lineata,,,(Lamarck,1816),1,,,,,,,,,,,,,,,Angola,,"100 miles south of Luanda,",,,"12 fathoms,",,,,,,,,,,,,,,,,,,,,,,,,J. Dichmont,Mar-65,Grace G. Eddison,25-Oct-91,"ex. J. Dichmont, August 1965",,,,Grace G. Eddison M.D. Collection
394,9853,299373,Turridae,Pleurotoma,,mirabilis,,,(?),,1,,,,,,,,,,,,,,,Angola,,"200 miles south of Luanda,","off Port Amboin,",,"scuba dive, 15 fathoms,",,,,,,,,,,,,,,,,,,,,,,,,J. Dichmont,Mar-65,Grace G. Eddison,25-Oct-91,"ex. J. Dichmont, August 1965",,,,Grace G. Eddison M.D. Collection
395,9853,299373,Turridae,Pleurotoma,,mirabilis,,,(?),,1,,,,,,,,,,,,,,,Angola,,"200 miles south of Luanda,","off Port Amboin,",,"scuba dive, 15 fathoms,",,,,,,,,,,,,,,,,,,,,,,,,J. Dichmont,Mar-65,Grace G. Eddison,25-Oct-91,"ex. J. Dichmont, August 1965",,,,Grace G. Eddison M.D. Collection
408,9853,300789,Potamididae,Tympanotonus,,fuscatus,,,Linne,1758,2,,,,,,,,,,,,,,,Angola,,"30 miles north of Luanda,","Salt Pan,",,,,,,,,,,,,,,,,,,,,,,,,,,J. Dichmont,Mar-65,Grace G. Eddison,25-Oct-91,"ex. J. Dichmont, August 1965",,,,Grace G. Eddison M.D. Collection
409,9853,300789,Potamididae,Tympanotonus,,fuscatus,,,Linne,1758,2,,,,,,,,,,,,,,,Angola,,"30 miles north of Luanda,","Salt Pan,",,,,,,,,,,,,,,,,,,,,,,,,,,J. Dichmont,Mar-65,Grace G. Eddison,25-Oct-91,"ex. J. Dichmont, August 1965",,,,Grace G. Eddison M.D. Collection
410,9853,300790,Potamididae,Tympanotonus,,fuscatus,radula,,Linne,1758,2,,,,,,,,,,,,,,,Angola,,"30 miles north of Luanda,",,,"mangrove swamps,",,,,,,,,,,,,,,,,,,,,,,,,J. Dichmont,Mar-65,Grace G. Eddison,25-Oct-91,"ex. J. Dichmont, August 1965",,,,Grace G. Eddison M.D. Collection
411,9853,300790,Potamididae,Tympanotonus,,fuscatus,radula,,Linne,1758,2,,,,,,,,,,,,,,,Angola,,"30 miles north of Luanda,",,,"mangrove swamps,",,,,,,,,,,,,,,,,,,,,,,,,J. Dichmont,Mar-65,Grace G. Eddison,25-Oct-91,"ex. J. Dichmont, August 1965",,,,Grace G. Eddison M.D. Collection
588,9828,259073,Naticidae,Natica,,ryalli,,,F. Fernandes & Rolan,1992,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"60 km south of Luanda,",Palmeirinhas Point,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Fernandes,,Emilio Rolan,18-Jun-91,6 meters depth,PARATYPES,,"Publ. Ocas. Soc. Port. Malac. 16:29-31, pl. 1, figs. 1-6, 2 text figs.",Emilio Rolßn Gift
727,9853,288979,Conidae,Conus,,aemulus,,,Reeve,1844,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Angola Harbor,","Lobito Harber,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,,,,,"Grace G. Eddison, MD Collection."
632,9879,273766,Conidae,Conus,,cepasi,,,Travao,1975,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Armado Bay,","Chepeo,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,Aug-86,Mrs. Peter R. Fleischner,25-Jun-92,Collected at 1-3 m.,,,,Mrs. Peter R. Fleischner Collection.
319,,232170,Cerithiopsidae,Seila,,carquejai,,,Rol n & Fernandes,1990b,1,,Africa,,,,,,,,,,,,,Angola,,Baia das Pipas,,,intertidal under rocks ,,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Not Cited,,,"ex E. Rol n. The holotype is MNCN 15.05/1072 and additional paratypes are in CZTL, BMNH, MNHN and the authors' collections (fide Rol n & Fernandes, 1990b, pp. 29-30).  ",PARATYPE, ,"pp. 29, 30; figs 7, 15",
419,,303319,Conidae,Conus,,babaensis,,,Rolán & Röckel,2001,1,,Atlantic,,,,,,,,,,,,,Angola,,Baia do Baba,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Emilio Rolan,,,PARATYPE,,"The Endemic Species of Conus from Angola. 2. Description of Three New Species. Iberus: Revista de la Sociedad Española de Malocologia, 19 (2): 57-66.",E. Rolan Research
433,9946,310066,Marginellidae,Marginella,,gruveli,,,Bavay,1912,1,,,,,,,,,,,,,,,Angola,,"Baia dos Tigres,",,,"2 meters,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Walter Sage,20-Dec-93,,,,,Walter E. Sage Collection
595,9877,264606,Conidae,Conus,,africanus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Bay of Elephants,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Waverley H. Harmon Estate,15-Jun-92,under rocks three fathoms,,,,Waverley H. Harmon Collection
429,9946,310053,Marginellidae,Marginella,,cristata,,,Gofas,1989,2,dived,,,,,,,,,,,,,,Angola,,Benguela,"Lucida Bay,",,"3-5 meters,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,Sep-86,Walter Sage,20-Dec-93,,,,,Walter E. Sage Collection
598,9586,265219,Cypraeidae,Cypraea,,stercoraria,,,Linnaeus,1758,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Benguela Province,","Caotinha,",,,,,,,,,,,,,,,,,,,,,,,,,,Soares,6-Mar-73,Morton L. Goodfriend,24-Nov-87,Found in hole in rock in open sea at 3 m. Juvenile specimen,,,,Glenn Goodfriend Collection
600,9586,265222,Cypraeidae,Cypraea,,stercoraria,,,Linnaeus,1758,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Benguela Province,","Caotinha,",,,,,,,,,,,,,,,,,,,,,,,,,,Soares,10-Mar-73,Morton L. Goodfriend,24-Nov-87,Found in crevice of rock at 3 m. in open sea,,,,Glenn Goodfriend Collection
599,9586,265221,Cypraeidae,Cypraea,,stercoraria,,,Linnaeus,1758,3,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Benguela Province,","Porto Cuio,",,,,,,,,,,,,,,,,,,,,,,,,,,Soares,11-Mar-73,Morton L. Goodfriend,24-Nov-87,Found in holes on top of rocks in open sea at 4-5 m.,,,,Glenn Goodfriend Collection
577,9781,254043,Conidae,Conus,,naranjus,,,Trovao,1975,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Benguela,","Caota Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,F.Fernandes,31-Dec-81,Sophia Johnson,8-Jul-90,"Under rock at one meter, buried in sand.",,,,Johnnie Johnson Collection
625,9879,273006,Conidae,Conus,,africanus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Benguela,","Caota Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Mrs. Peter R. Fleischner,25-Jun-92,,,,,Mrs. Peter R. Fleischner
629,9879,273651,Conidae,Conus,,bulbus,,,Reeve,1843,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Benguela,","Caoto Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Mrs. Peter R. Fleischner,25-Jun-92,Collected in shallow water in sand,,,,Mrs. Peter R. Fleischner Collection
659,10034,275763,Muricidae,Homalocantha,,melanamathos,,,(Gmelin,1791),1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Benguela,","Lobito,",,"10m, rocks,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Aug. 1992,F. Fernandes,30-Jun-94,,,,,Francisco Fernandes Gift
540,9781,252982,Conidae,Conus,,bulbus,,,Reeve,1843,3,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Bengula,","Caota Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Sophia Johnson,8-Jul-90,"Low tide, 2 m. deep.",,,,Johnnie Johnson Collection
541,9781,252983,Conidae,Conus,,bulbus,,,Reeve,1843,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Bengula,","Caota Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,31-Dec-81,Sophia Johnson,8-Jul-90,On rocks between 1-2 meters down.,,,,Johnnie Johnson Collection
594,9877,264605,Conidae,Conus,,aemulus,,,Reeve,1844,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Bona Fauta,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Waverley H. Harmon Estate,15-Jun-92,,,,,Waverley H. Harmon Collection
708,10050,282921,Muricidae,Ocenebra,,isaacsi,,,Houart,1984,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Cacua,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"December, 1984",Katherine C. Vaught,17-Jul-95,Collected in rocks at low tide.,,,,Katherine C. Vaught Collection.
447,9946,310154,Nassariidae,Nassarius,,pachychilus,,,v.Maltzan,1884,2,,,,,,,,,,,,,,,Angola,,"Cacuaco Bay,",,,"3-5 meters,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Walter Sage,20-Dec-93,,,,,Walter E. Sage Collection
451,9946,310161,Naticidae,Natica,,adamsoni,,,Blainville,1825,2,,,,,,,,,,,,,,,Angola,,"Cacuaco Bay,",,,"3-5 meters,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,Jan-90,Walter Sage,20-Dec-93,,,,,Walter E. Sage Collection
452,9946,310162,Naticidae,Natica,,cruentata,,,Gmelin,1791,2,,,,,,,,,,,,,,,Angola,,"Cacuaco Bay,",,,"3-5 meters,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Walter Sage,20-Dec-93,,,,,Walter E. Sage Collection
453,9946,310163,Naticidae,Natica,,collaria,,,Lamarck,1822,2,,,,,,,,,,,,,,,Angola,,"Cacuaco Bay,",,,"3-5 meters,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,Jan-90,Walter Sage,20-Dec-93,,,,,Walter E. Sage Collection
432,9946,310065,Marginellidae,Marginella,,gemmula,,,Bavay,1912,1,,,,,,,,,,,,,,,Angola,,"Cacuaco,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Walter Sage,20-Dec-93,,,,,Walter E. Sage Collection
690,9879,276382,Conidae,Conus,,naranjus,,,Travao,1792,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Caota Bay,","Benguela,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"February, 1977",Mrs. Peter R. Fleischner,25-Jun-92,Collected under rocks at low tide near anemones.,,,,Mrs. Peter R. Fleischner Collection.
704,9587,278678,Xenophoridae,Xenophora,,digitata,,,Von Marten,1878,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Cape Morro,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Melvin B. Robin,30-Dec-87,Trawled at 110 fathoms.,,,,Melvin B. Robin Collection
614,9940,268825,Conidae,Conus,,africanus,,,Kiener,1839,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"Chapeu Armado Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,,diver,,Abbey Specimen Shells,9-Feb-94,"labelled as """"Conus armatus Trovao, 1979"""" a name never published.",,,,Old/Johnson Malacology Fund
368,10316,297914,Conidae,Conus,,gabrielae,,,Rolan & Rockel,2000,1,,,,,,,,,,,,,,,Angola,,"Chapeu Armado,",,,"1-3 meters,",,,,,,,,,,,,,,,,,,,,,,,,collector unknown,,Emilio Rolan,3-Mar-00,,PARATYPE,,"Rolan, E. & D. Rockel 2000. Argonauta, 13(2): 5-44, 150 figs.",
369,10316,297914,Conidae,Conus,,gabrielae,,,Rolan & Rockel,2000,1,,,,,,,,,,,,,,,Angola,,"Chapeu Armado,",,,"1-3 meters,",,,,,,,,,,,,,,,,,,,,,,,,collector unknown,,Emilio Rolan,3-Mar-00,,PARATYPE,,"Rolan, E. & D. Rockel 2000. Argonauta, 13(2): 5-44, 150 figs.",
